season_year,teamName,personName,PER,MPG,PPG,FGM_PG,FGA_PG,3PM_PG,3PA_PG,FTM_PG,FTA_PG,ORPG,DRPG,RPG,APG,SPG,BPG,TOPG,PFPG,plusMinus_PG,FG%,3PT%,FT%,AST_TO,STL_TO,TOV_pct,USG_pct,TS%
2017-18,Nets,D'Angelo Russell,14.86,25.7,15.48,5.79,14.0,1.88,5.79,2.02,2.73,0.63,3.31,3.94,5.19,0.75,0.35,3.06,1.94,-3.79,0.414,0.324,0.74,1.6938775510204083,0.24489795918367346,16.768570907099836,103.54341869035241,0.509155199824571
2017-18,Warriors,Kevon Looney,14.83,12.64,3.71,1.56,2.68,0.01,0.07,0.58,1.07,1.15,1.83,2.99,0.58,0.47,0.78,0.43,1.47,1.69,0.58,0.2,0.545,1.3548387096774193,1.096774193548387,12.021095082984335,147.4611161939616,0.588416784203103
2017-18,Rockets,Eric Gordon,14.76,27.62,15.94,5.32,12.44,2.79,7.79,2.5,3.09,0.32,1.86,2.18,1.97,0.56,0.35,1.67,1.49,7.53,0.428,0.359,0.809,1.1846153846153846,0.3384615384615385,10.77907863752446,102.11677843256786,0.5775807590795882
2017-18,Suns,Tyson Chandler,14.66,17.98,4.69,1.89,2.92,0.0,0.0,0.91,1.45,2.09,4.44,6.53,0.83,0.25,0.42,0.92,1.66,-3.81,0.647,0.0,0.624,0.8983050847457628,0.2711864406779661,20.563223198104,187.62751765629088,0.658125658125658
2017-18,Jazz,Ekpe Udoh,14.65,10.0,2.0,0.74,1.48,0.0,0.01,0.52,0.69,0.84,1.01,1.85,0.65,0.53,0.91,0.25,1.3,0.78,0.5,0.0,0.75,2.65,2.15,12.147716229348884,170.36423841059602,0.5600110619469028
2017-18,Celtics,Jayson Tatum,14.64,30.16,13.73,4.9,10.31,1.3,2.99,2.63,3.19,0.62,4.35,4.96,1.58,1.02,0.72,1.41,2.1,4.23,0.475,0.434,0.826,1.1228070175438596,0.7280701754385965,10.729209803109589,104.93817406075928,0.5861763589592207
2017-18,Jazz,Ricky Rubio,14.63,28.54,12.76,4.38,10.47,1.22,3.46,2.78,3.22,0.56,3.89,4.44,5.19,1.53,0.14,2.62,2.61,2.65,0.418,0.352,0.866,1.9806763285024154,0.5845410628019324,18.066610808546294,103.99361022364218,0.5368784353828454
2017-18,Celtics,Terry Rozier,14.47,25.85,11.25,3.95,10.0,1.91,5.03,1.44,1.86,0.79,3.91,4.7,2.9,1.0,0.24,1.0,1.54,1.49,0.395,0.381,0.772,2.9,1.0,8.460594779813022,107.13832487309644,0.5198946346873701
2017-18,Bulls,Robin Lopez,14.41,23.15,10.36,4.68,8.84,0.05,0.19,0.93,1.23,1.84,2.14,3.97,1.7,0.19,0.73,1.47,1.49,-2.74,0.53,0.286,0.756,1.158878504672897,0.1308411214953271,13.516927741283476,120.3771289537713,0.5521472392638037
2017-18,Cavaliers,Jeff Green,14.4,23.43,10.85,3.78,7.92,0.68,2.18,2.6,3.0,0.77,2.38,3.15,1.27,0.53,0.44,0.96,1.91,1.33,0.477,0.312,0.868,1.32,0.5466666666666666,9.422584049449721,108.15261699005382,0.5867177097203728
2017-18,Lakers,Kyle Kuzma,14.34,30.78,15.92,6.0,13.32,2.04,5.56,1.88,2.67,1.13,5.06,6.19,1.81,0.63,0.44,1.79,2.05,-1.58,0.45,0.366,0.707,1.0071428571428571,0.35,11.019110285552372,107.4417346006832,0.5493047447192443
2017-18,Jazz,Rodney Hood,14.33,22.12,13.37,4.78,11.27,2.08,5.35,1.73,1.98,0.29,1.98,2.27,1.33,0.61,0.14,1.29,1.31,-1.71,0.424,0.389,0.876,1.0317460317460319,0.47619047619047616,9.57912662693103,102.17499378573201,0.5507163516513083
2017-18,Spurs,Dejounte Murray,14.31,21.25,7.98,3.29,7.43,0.11,0.41,1.28,1.8,1.34,4.26,5.6,2.82,1.18,0.38,1.63,1.84,1.84,0.443,0.265,0.709,1.7238805970149254,0.7238805970149254,16.581695787754295,115.75660344926374,0.4850768409185308
2017-18,Raptors,Serge Ibaka,14.31,26.84,12.29,4.86,10.05,1.37,3.81,1.21,1.51,1.0,5.13,6.13,0.79,0.37,1.27,1.15,2.68,3.94,0.483,0.36,0.797,0.6888888888888889,0.32222222222222224,9.720062208398135,109.19898103594676,0.5736194851181932
2017-18,Wizards,Marcin Gortat,14.27,25.3,8.41,3.54,6.83,0.0,0.0,1.34,1.99,2.21,5.39,7.6,1.84,0.49,0.74,1.21,2.13,1.3,0.518,0.0,0.675,1.5252525252525253,0.40404040404040403,13.548281147361505,132.92585316160955,0.5461280314063193
2017-18,Knicks,Tim Hardaway Jr.,14.24,31.42,16.6,6.0,14.27,2.17,6.83,2.43,2.98,0.53,3.2,3.73,2.58,1.03,0.17,1.53,2.05,-1.23,0.421,0.317,0.816,1.684782608695652,0.6739130434782609,8.960224395184854,103.21685632715428,0.5327570713338183
2017-18,Hawks,Kent Bazemore,14.23,26.71,12.48,4.24,10.09,1.61,4.09,2.39,3.0,0.37,3.33,3.7,3.4,1.49,0.67,2.34,2.19,-2.42,0.42,0.394,0.796,1.4522292993630572,0.6369426751592356,17.038548359090118,102.78880906697603,0.5468055046831667
2017-18,Pacers,Thaddeus Young,14.23,32.19,11.79,5.2,10.67,0.72,2.23,0.68,1.14,2.27,4.05,6.32,1.88,1.67,0.44,1.3,2.16,2.62,0.487,0.32,0.598,1.4476190476190476,1.2857142857142858,10.401394777509212,122.29006153995253,0.5279276490359102
2017-18,Hawks,Mike Muscala,14.19,18.93,7.23,2.55,5.57,1.11,2.98,1.02,1.11,1.0,3.11,4.11,0.91,0.55,0.48,0.75,1.43,-1.38,0.458,0.371,0.919,1.2142857142857142,0.7380952380952381,11.01552664708351,117.21593703885885,0.5968521575100213
2017-18,Hornets,Nicolas Batum,14.18,29.56,11.04,4.03,9.7,1.37,4.09,1.61,1.94,0.85,3.72,4.57,5.21,0.97,0.34,1.96,1.07,0.1,0.415,0.336,0.831,2.66412213740458,0.4961832061068702,15.628728227153424,107.29646697388631,0.5231900452488687
2017-18,Bulls,Kris Dunn,14.18,28.77,13.19,5.4,12.57,0.81,2.53,1.58,2.15,0.45,3.72,4.17,5.85,1.96,0.51,2.83,3.28,-5.21,0.429,0.321,0.737,2.066666666666667,0.6933333333333334,17.317816569686894,102.84981476204045,0.48801943699731903
2017-18,Raptors,Pascal Siakam,14.18,20.48,7.18,3.09,6.07,0.35,1.61,0.66,1.06,0.96,3.48,4.44,1.94,0.76,0.51,0.82,2.02,3.7,0.508,0.22,0.621,2.373134328358209,0.9253731343283582,11.105954117491049,115.06828412298772,0.5491534273140897
2017-18,Timberwolves,Gorgui Dieng,14.15,16.25,5.73,2.27,4.73,0.23,0.74,0.96,1.24,1.29,3.1,4.39,0.87,0.55,0.48,0.72,1.79,-2.46,0.479,0.311,0.775,1.2033898305084745,0.7627118644067796,11.99479547857201,127.4696796931689,0.54287562372944
2017-18,Hornets,Frank Kaminsky,14.12,22.66,10.78,3.79,8.84,1.28,3.38,1.91,2.4,0.57,2.99,3.56,1.59,0.44,0.23,0.81,1.17,-0.7,0.429,0.38,0.799,1.9545454545454546,0.5454545454545454,7.609297177642501,105.60046751728838,0.5446990116801438
2017-18,Nets,DeMarre Carroll,14.05,29.06,13.11,4.33,10.47,1.93,5.21,2.51,3.28,1.4,4.99,6.39,1.96,0.79,0.4,1.37,2.2,-0.85,0.414,0.371,0.764,1.4271844660194175,0.5728155339805825,10.338874166867422,111.78133836003768,0.5502440553490663
2017-18,Rockets,Tarik Black,14.03,6.54,2.2,0.91,1.55,0.01,0.13,0.35,0.77,0.77,1.22,1.99,0.16,0.26,0.37,0.43,1.3,-0.9,0.591,0.091,0.46,0.37142857142857144,0.6,18.448239510858105,149.7159090909091,0.5816959669079628
2017-18,Lakers,Brandon Ingram,14.02,30.38,14.6,5.51,11.71,0.63,1.62,2.95,4.34,0.88,3.95,4.83,3.54,0.69,0.66,2.29,2.51,-1.95,0.47,0.39,0.681,1.5436241610738255,0.30201342281879195,14.408943215225129,105.8337086011381,0.5361097301938808
2017-18,Nets,Caris LeVert,13.98,25.88,11.92,4.44,10.21,1.18,3.4,1.85,2.6,0.74,2.88,3.61,4.15,1.14,0.31,2.13,2.21,-3.65,0.435,0.347,0.711,1.9542483660130718,0.5359477124183006,15.768644102733232,105.77795220652358,0.5249119028974158
2017-18,Bulls,Jerian Grant,13.98,20.56,7.55,2.55,6.13,0.74,2.28,1.71,2.29,0.38,1.71,2.09,4.17,0.77,0.1,1.09,1.61,-3.07,0.416,0.326,0.745,3.842696629213483,0.7078651685393258,13.190656865069954,104.81575840427516,0.5284094789319128
2017-18,Celtics,Marcus Morris Sr.,13.9,24.86,12.66,4.52,10.53,1.48,4.03,2.14,2.66,0.74,4.24,4.98,1.24,0.6,0.21,1.12,1.72,0.36,0.429,0.368,0.805,1.1076923076923078,0.5384615384615384,8.739378294073358,106.13619498829839,0.5406918498438329
2017-18,Hawks,Marco Belinelli,13.9,22.39,10.94,3.69,8.98,1.7,4.57,1.87,2.02,0.26,1.59,1.85,1.91,0.85,0.06,1.0,0.76,-3.5,0.41,0.372,0.927,1.9074074074074074,0.8518518518518519,9.199945481804551,102.44345154984643,0.5544506154308015
2017-18,Magic,Bismack Biyombo,13.88,18.23,5.71,2.23,4.29,0.0,0.01,1.24,1.91,1.76,3.95,5.71,0.8,0.26,1.16,1.02,1.93,-5.23,0.52,0.0,0.65,0.7857142857142857,0.25,16.63102874792112,139.88035892323038,0.5557138785978911
2017-18,Bucks,Malcolm Brogdon,13.86,29.92,13.02,5.08,10.48,1.29,3.35,1.56,1.77,0.48,2.77,3.25,3.17,0.85,0.27,1.38,2.67,-1.29,0.485,0.385,0.882,2.303030303030303,0.6212121212121212,10.883905013192612,103.94240658210492,0.5782753515914137
2017-18,Jazz,Joe Ingles,13.72,31.45,11.46,4.09,8.76,2.49,5.66,0.8,1.01,0.29,3.9,4.2,4.78,1.1,0.24,1.94,2.17,3.23,0.467,0.44,0.795,2.4654088050314464,0.5660377358490566,17.405201856554864,102.69808436010433,0.6229125801834279
2017-18,Rockets,Gerald Green,13.69,18.58,9.94,3.36,8.26,2.2,5.96,1.02,1.2,0.3,2.36,2.66,0.5,0.48,0.3,0.62,1.74,1.86,0.407,0.369,0.85,0.8064516129032258,0.7741935483870968,6.590136054421769,103.29380764163376,0.5655439235320893
2017-18,Clippers,Danilo Gallinari,13.69,14.91,7.13,2.27,5.69,0.8,2.47,1.8,1.93,0.2,2.04,2.24,0.91,0.29,0.22,0.58,0.67,0.24,0.398,0.324,0.931,1.5769230769230769,0.5,8.11789684026477,102.89128758673864,0.5453989397852386
2017-18,Hornets,Marvin Williams,13.68,25.72,9.54,3.31,7.22,1.62,3.91,1.31,1.58,0.95,3.79,4.74,1.23,0.72,0.49,0.85,1.49,0.88,0.458,0.413,0.829,1.4545454545454546,0.8484848484848485,9.661552875043917,112.14867349619122,0.6028001037075447
2017-18,Trail Blazers,Shabazz Napier,13.66,18.96,7.95,2.75,6.56,1.01,2.69,1.43,1.7,0.32,1.78,2.1,1.85,1.0,0.17,1.11,1.04,1.04,0.42,0.376,0.841,1.6666666666666667,0.9,13.20190107375462,103.96510705789059,0.5441762996011626
2017-18,Cavaliers,Channing Frye,13.6,10.47,4.08,1.62,3.25,0.58,1.73,0.27,0.29,0.19,1.92,2.12,0.54,0.33,0.23,0.33,1.04,1.6,0.497,0.333,0.933,1.6470588235294117,1.0,8.826583592938734,105.47645125958381,0.6036446469248292
2017-18,Pistons,Eric Moreland,13.6,9.94,1.77,0.81,1.51,0.0,0.0,0.14,0.36,1.0,2.43,3.43,0.96,0.38,0.63,0.51,1.43,0.05,0.541,0.0,0.379,1.9024390243902438,0.7560975609756098,23.327264451524808,185.47910510764044,0.5305728702879193
2017-18,Timberwolves,Tyus Jones,13.57,17.89,5.07,1.83,4.0,0.55,1.57,0.87,0.99,0.2,1.41,1.61,2.83,1.16,0.07,0.72,1.34,2.18,0.457,0.349,0.877,3.9322033898305087,1.6101694915254237,13.959871285254591,103.93468424158965,0.5719942800571994
2017-18,Kings,Skal Labissiere,13.5,19.08,8.05,3.15,7.05,0.28,0.78,1.46,1.82,1.51,2.91,4.42,1.11,0.38,0.75,1.12,2.03,-1.82,0.448,0.353,0.805,0.9863013698630136,0.3424657534246575,12.523159267137856,120.2095190959334,0.5128255412613744
2017-18,Pistons,Anthony Tolliver,13.39,21.69,8.68,2.7,5.83,1.96,4.51,1.31,1.64,0.62,2.36,2.98,1.11,0.4,0.26,0.72,1.78,0.3,0.464,0.436,0.797,1.5517241379310345,0.5517241379310345,9.855230068646776,109.28470623189487,0.662557490763779
2017-18,Cavaliers,Tristan Thompson,13.37,19.86,5.69,2.44,4.35,0.0,0.0,0.8,1.46,2.33,4.19,6.52,0.61,0.3,0.31,0.67,1.89,-2.56,0.562,0.0,0.544,0.9166666666666666,0.4444444444444444,11.773940345368917,170.0934579439253,0.5690243179122183
2017-18,Spurs,Davis Bertans,13.37,13.25,5.56,1.96,4.46,1.15,3.07,0.49,0.6,0.22,1.65,1.87,0.9,0.32,0.34,0.44,1.13,1.09,0.44,0.373,0.816,2.0555555555555554,0.7222222222222222,8.499386155444329,104.438307525397,0.5882960057797503
2017-18,Lakers,Kentavious Caldwell-Pope,13.35,30.72,12.4,4.25,9.98,1.99,5.19,1.91,2.43,0.75,4.09,4.84,2.03,1.33,0.2,1.21,1.81,-0.64,0.426,0.383,0.789,1.6701030927835052,1.092783505154639,9.89432453384471,106.5191881437698,0.5614924832457888
2017-18,Grizzlies,JaMychal Green,13.35,24.47,9.03,3.54,7.75,0.68,2.02,1.27,1.76,2.33,5.03,7.37,1.25,0.51,0.4,1.21,2.43,-3.97,0.457,0.339,0.721,1.0394736842105263,0.42105263157894735,12.401279289863584,131.55589902112317,0.5299530586394456
2017-18,Magic,Mario Hezonja,13.35,20.21,8.8,3.33,7.52,1.1,3.26,1.05,1.28,0.5,2.93,3.43,1.29,0.99,0.38,1.05,1.63,-2.48,0.442,0.337,0.819,1.2325581395348837,0.9418604651162791,11.478910838227442,105.78932504942108,0.5443305186972255
2017-18,Pacers,Bojan Bogdanovic,13.34,30.81,14.26,5.05,10.65,1.94,4.83,2.23,2.56,0.38,3.0,3.38,1.49,0.69,0.1,1.33,1.61,1.11,0.474,0.402,0.868,1.1226415094339623,0.5188679245283019,10.112573936271703,102.94637595757214,0.6054977711738484
2017-18,Magic,Marreese Speights,13.26,8.23,4.9,1.68,4.26,1.05,2.84,0.49,0.67,0.26,1.37,1.62,0.49,0.1,0.27,0.49,1.29,0.3,0.395,0.369,0.727,1.0,0.2,9.68054211035818,105.35441101478841,0.5385852090032155
2017-18,Kings,George Hill,13.23,24.85,9.59,3.33,7.09,1.26,2.78,1.67,2.15,0.48,2.07,2.54,2.59,0.85,0.26,1.3,1.63,-5.37,0.469,0.453,0.778,1.9833333333333334,0.65,13.967780985194151,105.39797821179705,0.5966554821950427
2017-18,Wizards,Mike Scott,13.22,17.58,8.35,3.45,6.55,0.83,2.04,0.63,0.95,0.63,2.46,3.09,1.0,0.29,0.13,0.99,1.85,-1.03,0.527,0.405,0.658,1.0126582278481013,0.2911392405063291,12.412796178744264,108.52602141736583,0.5991676234213547
2017-18,Pistons,Reggie Bullock,13.15,22.49,9.06,3.47,7.09,1.62,3.65,0.51,0.64,0.35,1.65,2.0,1.23,0.61,0.17,0.61,0.91,0.3,0.489,0.445,0.796,2.021276595744681,1.0,7.647747982296278,104.5952753761318,0.6149129607442385
2017-18,Nets,Joe Harris,13.13,24.08,10.32,3.72,7.57,1.83,4.37,1.05,1.27,0.62,2.55,3.17,1.56,0.43,0.24,1.11,1.87,-1.46,0.491,0.419,0.827,1.4065934065934067,0.38461538461538464,12.009079391891891,107.21602807176411,0.6344111824344592
2017-18,Celtics,Jaylen Brown,13.07,29.89,14.13,5.18,11.15,1.68,4.25,2.08,3.24,0.92,3.89,4.81,1.58,0.97,0.36,1.72,2.51,4.74,0.465,0.395,0.644,0.9193548387096774,0.5645161290322581,12.044447898049576,106.84988375954829,0.5615557911476279
2017-18,Cavaliers,Kyle Korver,13.02,21.27,9.08,3.0,6.54,2.22,5.08,0.86,0.97,0.12,2.11,2.23,1.19,0.42,0.36,0.74,1.76,3.7,0.459,0.436,0.889,1.6,0.5636363636363636,9.63762528912876,101.60233584959406,0.6515668631709588
2017-18,Heat,Josh Richardson,13.0,32.8,12.74,4.87,10.79,1.55,4.1,1.46,1.73,0.84,2.63,3.48,2.82,1.48,0.91,1.71,2.43,0.5,0.451,0.378,0.845,1.65,0.8642857142857143,12.873799977930629,106.77480166522658,0.5514628277114029
2017-18,Magic,Shelvin Mack,12.99,16.64,5.77,2.17,5.05,0.59,1.7,0.84,1.18,0.28,1.74,2.02,3.32,0.66,0.1,1.09,1.11,-0.96,0.43,0.345,0.711,3.056179775280899,0.6067415730337079,16.309925230904557,104.40039794903196,0.5178680914425856
2017-18,Grizzlies,Chandler Parsons,12.97,13.05,5.36,2.04,4.42,0.96,2.28,0.32,0.51,0.26,1.43,1.7,1.3,0.34,0.21,0.66,1.0,-1.6,0.462,0.421,0.63,1.9714285714285715,0.5142857142857142,12.460837368271148,105.24580335731414,0.5775174882056288
2017-18,Hawks,Tyler Cavanaugh,12.92,11.03,3.89,1.43,3.23,0.68,1.89,0.36,0.45,0.96,1.74,2.7,0.57,0.19,0.09,0.28,1.3,-0.53,0.441,0.36,0.81,2.076923076923077,0.6923076923076923,7.460973370064279,134.8189415041783,0.5674770528404862
2017-18,76ers,Justin Anderson,12.86,9.8,4.45,1.64,3.81,0.64,1.94,0.53,0.72,0.47,1.28,1.75,0.47,0.28,0.13,0.3,1.02,-1.55,0.431,0.33,0.737,1.5625,0.9375,6.81663258350375,111.92065611291247,0.5395025603511339
2017-18,Knicks,Courtney Lee,12.85,30.0,11.86,4.45,9.81,1.47,3.61,1.48,1.61,0.39,2.52,2.91,2.34,1.04,0.22,1.09,1.42,-3.31,0.454,0.406,0.919,2.142857142857143,0.9523809523809523,9.400599847799812,103.47399138450136,0.5638865556598647
2017-18,76ers,Robert Covington,12.83,31.25,12.46,4.26,10.32,2.51,6.79,1.43,1.68,0.68,4.67,5.35,1.93,1.69,0.89,1.56,2.94,6.48,0.413,0.369,0.853,1.2380952380952381,1.0873015873015872,12.330697565176544,105.68863514128499,0.5631585997499553
2017-18,Wizards,Markieff Morris,12.83,25.89,11.07,4.34,9.04,1.0,2.72,1.38,1.68,0.99,4.39,5.38,1.87,0.74,0.5,1.67,2.84,0.36,0.48,0.367,0.82,1.1181102362204725,0.4409448818897638,14.59233385421454,109.43016647387213,0.5657052144433083
2017-18,Mavericks,Maxi Kleber,12.77,14.71,4.71,1.84,3.77,0.49,1.56,0.54,0.72,0.87,1.99,2.85,0.62,0.32,0.57,0.37,1.39,-1.6,0.489,0.313,0.746,1.7,0.8666666666666667,8.220078912757563,124.1529459790448,0.5761882015763077
2017-18,Mavericks,Devin Harris,12.72,17.54,8.11,2.57,6.17,0.96,2.72,2.02,2.43,0.2,1.65,1.85,1.85,0.72,0.17,1.07,2.24,2.5,0.415,0.352,0.83,1.7346938775510203,0.673469387755102,12.817829862927699,102.41105872267471,0.5595895343254921
2017-18,Kings,Bogdan Bogdanovic,12.71,27.89,11.76,4.41,9.9,1.65,4.22,1.28,1.53,0.4,2.46,2.86,3.31,0.92,0.21,1.6,2.21,-4.64,0.446,0.392,0.84,2.064,0.576,13.16676497851184,103.37558256021602,0.5561890436217186
2017-18,Raptors,CJ Miles,12.64,18.82,9.85,3.2,8.44,2.31,6.39,1.14,1.37,0.25,1.89,2.14,0.77,0.52,0.3,0.55,1.89,3.8,0.379,0.361,0.835,1.4102564102564104,0.9487179487179487,5.729564553093965,102.71624313394098,0.5446640069816732
2017-18,Hawks,Taurean Prince,12.63,30.05,14.12,5.06,11.89,2.15,5.57,1.85,2.2,0.61,4.13,4.74,2.61,1.04,0.51,2.33,2.05,-4.46,0.426,0.385,0.844,1.1204188481675392,0.44502617801047123,15.338901381304208,104.18340026773755,0.5492316448491747
2017-18,Lakers,Lonzo Ball,12.63,31.79,9.43,3.63,10.07,1.61,5.27,0.57,1.27,1.23,5.2,6.43,6.71,1.57,0.77,2.43,2.09,-0.34,0.36,0.305,0.451,2.764705882352941,0.6470588235294118,18.598544937366665,110.41918337762745,0.4435185807405416
2017-18,Jazz,Jonas Jerebko,12.62,13.82,5.23,1.94,4.16,0.79,1.91,0.56,0.7,0.65,2.35,3.0,0.51,0.29,0.15,0.33,1.55,0.68,0.466,0.414,0.807,1.5555555555555556,0.8888888888888888,6.868830772361861,115.58456833686193,0.5859375
2017-18,Thunder,Raymond Felton,12.58,16.64,6.89,2.73,6.73,0.99,2.8,0.44,0.54,0.3,1.6,1.9,2.48,0.6,0.2,0.93,1.11,-0.56,0.406,0.352,0.818,2.6710526315789473,0.6447368421052632,11.739990113692535,104.01696767144419,0.4944343321198544
2017-18,Timberwolves,Andrew Wiggins,12.49,36.33,17.71,6.94,15.85,1.37,4.12,2.46,3.83,1.0,3.37,4.37,1.95,1.11,0.62,1.68,1.99,2.54,0.438,0.331,0.643,1.1594202898550725,0.6594202898550725,8.755456298852907,105.48803341007647,0.5048117038438004
2017-18,Heat,Tyler Johnson,12.47,27.73,11.39,4.18,9.61,1.61,4.38,1.43,1.74,0.46,2.89,3.35,2.23,0.81,0.46,1.09,2.0,0.62,0.435,0.367,0.822,2.037037037037037,0.7407407407407407,9.543333804609077,104.17300800235653,0.5489996874023132
2017-18,Jazz,Alec Burks,12.43,12.91,6.02,2.07,5.05,0.57,1.73,1.3,1.51,0.23,2.11,2.34,0.82,0.45,0.1,0.73,0.91,-0.13,0.411,0.331,0.863,1.1166666666666667,0.6166666666666667,11.351596791281974,103.72870711986815,0.5271470035854533
2017-18,Timberwolves,Jamal Crawford,12.42,20.16,10.02,3.76,9.05,1.27,3.83,1.24,1.38,0.26,0.95,1.21,2.26,0.49,0.11,1.16,1.04,-1.85,0.415,0.331,0.903,1.9473684210526316,0.42105263157894735,10.713641284734752,102.42572656286096,0.5191229222452381
2017-18,76ers,T.J. McConnell,12.39,22.16,6.21,2.73,5.47,0.35,0.81,0.4,0.51,0.48,2.45,2.94,3.94,1.19,0.17,1.45,1.58,-0.92,0.499,0.435,0.795,2.705357142857143,0.8214285714285714,20.35771411952886,107.21022682983867,0.5454628446229688
2017-18,Lakers,Josh Hart,12.38,22.47,7.63,2.71,5.77,1.2,3.03,1.02,1.45,0.65,3.4,4.05,1.23,0.72,0.25,0.72,1.65,-1.11,0.469,0.396,0.702,1.702127659574468,1.0,10.143301104972375,109.96772356179993,0.5956383898549332
2017-18,Magic,Jonathon Simmons,12.38,28.58,13.55,4.99,10.72,0.97,2.87,2.61,3.39,0.86,2.51,3.37,2.41,0.82,0.23,2.06,2.46,-4.17,0.465,0.338,0.768,1.1712328767123288,0.3972602739726027,14.412066650872621,106.4072938111844,0.5547610260195608
2017-18,Clippers,Austin Rivers,12.32,31.16,13.94,5.17,12.2,2.06,5.45,1.55,2.41,0.41,1.79,2.2,3.67,1.12,0.24,1.65,2.3,-0.97,0.424,0.378,0.642,2.220183486238532,0.6788990825688074,11.077686084800195,102.82143454271859,0.5257383194660327
2017-18,Hornets,Michael Kidd-Gilchrist,12.31,22.56,8.3,3.44,6.83,0.0,0.02,1.43,2.09,1.02,2.66,3.68,0.87,0.62,0.39,0.65,1.74,0.62,0.504,0.0,0.684,1.3396226415094339,0.9622641509433962,7.700802045797977,113.90176088971272,0.5360178830048485
2017-18,Rockets,Ryan Anderson,12.3,22.7,8.12,2.72,6.32,1.72,4.46,0.95,1.22,1.24,3.12,4.36,0.79,0.32,0.28,0.55,1.66,3.32,0.431,0.386,0.774,1.4285714285714286,0.5714285714285714,7.461095715199319,120.0460632943786,0.5922214543499962
2017-18,Suns,Josh Jackson,12.3,24.49,12.65,4.86,11.65,0.71,2.71,2.21,3.49,1.19,3.2,4.39,1.49,1.0,0.44,1.83,2.73,-6.63,0.417,0.263,0.634,0.815068493150685,0.547945205479452,12.158965988207468,108.59137606713928,0.47972998596837196
2017-18,Bulls,Cristiano Felicio,12.28,12.53,3.95,1.63,2.76,0.0,0.03,0.69,1.04,1.06,1.92,2.99,0.71,0.21,0.14,0.69,1.33,-4.29,0.591,0.0,0.667,1.0185185185185186,0.2962962962962963,17.725840336134453,137.4481140588342,0.6144270667092244
2017-18,Pistons,Dwight Buycks,12.27,8.72,4.39,1.67,4.04,0.31,0.92,0.73,0.84,0.24,0.59,0.84,1.2,0.39,0.04,0.8,0.8,0.08,0.414,0.333,0.878,1.5128205128205128,0.48717948717948717,15.291718946047679,104.93745885450956,0.4975930383262359
2017-18,Thunder,Carmelo Anthony,12.25,31.66,15.96,5.97,14.78,2.14,6.0,1.87,2.44,0.85,4.89,5.73,1.3,0.59,0.62,1.25,2.49,3.43,0.404,0.357,0.767,1.0404040404040404,0.47474747474747475,7.322918515888514,105.21433240979974,0.5032244676435845
2017-18,Kings,Frank Mason III,12.23,16.68,7.0,2.44,6.44,0.53,1.46,1.59,1.95,0.51,1.69,2.2,2.49,0.58,0.17,1.1,1.22,-0.58,0.379,0.36,0.817,2.2615384615384615,0.5230769230769231,13.115415657788539,106.4432989690722,0.47956339990710634
2017-18,Trail Blazers,Maurice Harkless,12.2,18.59,5.66,2.16,4.37,0.72,1.74,0.62,0.87,0.68,1.71,2.38,0.78,0.71,0.63,0.59,1.51,0.1,0.495,0.415,0.712,1.325,1.2,11.020498126515319,114.5128722867239,0.5960490463215259
2017-18,Spurs,Manu Ginobili,12.2,16.44,7.29,2.54,5.86,0.81,2.43,1.39,1.66,0.24,1.56,1.8,2.06,0.54,0.2,1.33,1.59,0.91,0.434,0.333,0.84,1.5523809523809524,0.4095238095238095,16.78281439805639,103.13200580245285,0.5531653349723418
2017-18,Timberwolves,Nemanja Bjelica,12.12,17.35,5.75,2.16,4.7,0.96,2.32,0.46,0.57,0.67,2.8,3.47,1.09,0.63,0.2,0.66,1.78,0.09,0.461,0.415,0.8,1.6538461538461537,0.9615384615384616,11.743450767841011,113.59671626475118,0.5808597748208802
2017-18,Nets,Timofey Mozgov,12.09,4.38,1.6,0.63,1.13,0.05,0.22,0.28,0.37,0.39,0.8,1.2,0.13,0.06,0.16,0.4,0.48,-1.09,0.559,0.222,0.767,0.3333333333333333,0.15151515151515152,23.70689655172414,129.8507462686567,0.6167608286252354
2017-18,Grizzlies,Andrew Harrison,12.07,19.22,7.72,2.62,6.22,0.68,2.06,1.8,2.3,0.33,1.57,1.9,2.57,0.55,0.38,1.17,2.0,-2.91,0.422,0.331,0.78,2.185185185185185,0.4691358024691358,13.966480446927374,104.129560471129,0.5341109507776175
2017-18,Pelicans,E'Twaun Moore,12.07,31.54,12.46,5.16,10.15,1.56,3.67,0.59,0.83,0.7,2.21,2.9,2.28,0.96,0.15,1.24,2.22,1.8,0.508,0.425,0.706,1.8333333333333333,0.7745098039215687,10.58179102000166,106.28500860053806,0.5928624466307778
2017-18,Nets,Allen Crabbe,12.05,27.81,12.53,4.27,10.47,2.54,6.73,1.46,1.71,0.35,3.75,4.1,1.48,0.59,0.44,0.99,2.13,-0.99,0.407,0.378,0.852,1.5,0.6025641025641025,8.087930319369557,102.9901751388295,0.5584386281588448
2017-18,Spurs,Tony Parker,12.05,18.15,7.14,3.02,6.58,0.17,0.63,0.93,1.32,0.12,1.49,1.61,3.31,0.47,0.02,1.15,0.88,-0.19,0.459,0.27,0.705,2.8676470588235294,0.4117647058823529,13.868494044705498,101.44831581560874,0.4984372040159121
