season_year,teamName,personName,PER,MPG,PPG,FGM_PG,FGA_PG,3PM_PG,3PA_PG,FTM_PG,FTA_PG,ORPG,DRPG,RPG,APG,SPG,BPG,TOPG,PFPG,plusMinus_PG,FG%,3PT%,FT%,AST_TO,STL_TO,TOV_pct,USG_pct,TS%
2022-23,Thunder,Kenrich Williams,15.87,21.93,7.73,3.25,6.29,0.91,2.44,0.31,0.71,1.76,2.98,4.75,1.91,0.82,0.25,0.58,2.04,1.36,0.517,0.373,0.436,3.28125,1.40625,8.097985626075513,132.53286825865308,0.5851415354113889
2022-23,Suns,Mikal Bridges,15.84,36.43,17.23,6.32,13.64,1.8,4.66,2.79,3.11,1.0,3.34,4.34,3.59,1.16,0.8,1.39,2.05,0.77,0.463,0.387,0.897,2.576923076923077,0.8333333333333334,8.49155199442606,106.49230198478944,0.57402208051775
2022-23,Jazz,Kelly Olynyk,15.84,28.55,12.46,4.09,8.19,1.37,3.47,2.91,3.41,1.21,4.97,6.18,3.71,0.88,0.54,2.47,3.41,0.21,0.499,0.394,0.853,1.5,0.35714285714285715,20.312424432944816,111.0055296075589,0.6425623596528494
2022-23,Lakers,Wenyen Gabriel,15.82,13.47,4.89,2.04,3.42,0.13,0.47,0.68,1.11,1.53,2.24,3.76,0.47,0.34,0.46,0.61,1.89,-0.42,0.596,0.278,0.619,0.782608695652174,0.5652173913043478,13.412642873804526,151.11032781106812,0.6263469827586208
2022-23,Wizards,Jordan Goodwin,15.82,14.94,5.5,2.14,4.77,0.51,1.59,0.72,0.93,0.77,2.0,2.77,2.27,0.78,0.35,0.77,1.28,-1.58,0.448,0.322,0.768,2.9473684210526314,1.0175438596491229,12.94395494595331,114.86853088480804,0.5308326377295493
2022-23,Warriors,Jordan Poole,15.81,29.98,20.43,6.71,15.59,2.61,7.77,4.4,5.06,0.39,2.35,2.74,4.5,0.77,0.26,3.07,2.61,-0.13,0.43,0.336,0.87,1.4642857142857142,0.25,14.714469228074273,101.9040818755206,0.573394495412844
2022-23,Raptors,Gary Trent Jr.,15.77,29.42,15.94,5.63,12.99,2.31,6.25,2.39,2.85,0.42,1.99,2.4,1.47,1.44,0.19,0.76,1.42,-0.72,0.433,0.369,0.839,1.9272727272727272,1.8909090909090909,5.091649694501018,102.85659874309653,0.5598907530238002
2022-23,Rockets,Jalen Green,15.71,34.24,22.14,7.45,17.88,2.46,7.29,4.79,6.09,0.57,3.17,3.74,3.7,0.78,0.24,2.63,1.72,-5.88,0.416,0.338,0.786,1.405,0.295,11.346101479531633,102.50040704300702,0.5384841814272551
2022-23,Raptors,Dalano Banton,15.71,5.93,3.02,1.17,2.77,0.32,1.09,0.36,0.51,0.23,0.72,0.96,0.77,0.28,0.28,0.38,0.72,-0.72,0.423,0.294,0.708,2.0,0.7222222222222222,11.352169525731584,107.45459474112225,0.5051223676721684
2022-23,Nuggets,DeAndre Jordan,15.7,7.14,2.43,1.07,1.4,0.01,0.01,0.27,0.59,0.63,1.83,2.46,0.41,0.15,0.28,0.59,0.87,-1.45,0.765,1.0,0.458,0.7083333333333334,0.25,26.06995437757984,139.35815924916744,0.7309726711724949
2022-23,76ers,Tobias Harris,15.61,31.23,13.91,5.42,10.83,1.62,4.15,1.45,1.65,0.86,4.58,5.44,2.38,0.87,0.51,1.14,1.91,3.79,0.501,0.389,0.876,2.0898876404494384,0.7640449438202247,8.983002947232428,107.2529661383909,0.6016013129879347
2022-23,Nets,Cam Thomas,15.59,11.56,7.37,2.45,5.56,0.62,1.62,1.84,2.12,0.1,1.06,1.16,0.95,0.24,0.09,0.77,0.67,-0.05,0.441,0.383,0.868,1.2380952380952381,0.31746031746031744,10.578279266572638,101.36156307440943,0.5670722547694157
2022-23,Magic,Bol Bol,15.58,19.3,8.13,3.35,6.13,0.38,1.45,1.05,1.38,0.88,4.31,5.19,0.88,0.38,1.09,1.44,1.18,-1.87,0.546,0.265,0.759,0.6160714285714286,0.26785714285714285,17.56807629564563,112.13677619081123,0.603212056629624
2022-23,Pelicans,Kira Lewis Jr.,15.51,4.19,2.04,0.71,1.57,0.27,0.61,0.34,0.39,0.09,0.5,0.59,0.41,0.18,0.04,0.18,0.43,1.11,0.455,0.441,0.864,2.3,1.0,9.286775631500742,104.86949746786132,0.5835380835380835
2022-23,Kings,Trey Lyles,15.5,15.79,7.11,2.37,5.16,1.1,3.04,1.28,1.57,0.86,2.94,3.8,0.84,0.34,0.39,0.81,1.23,1.33,0.458,0.363,0.815,1.03125,0.421875,12.154360376785172,114.82903000697841,0.6074887582151505
2022-23,Suns,Bismack Biyombo,15.46,10.66,3.21,1.45,2.51,0.0,0.0,0.3,0.85,1.09,2.09,3.17,0.68,0.22,1.07,0.62,1.39,0.59,0.578,0.0,0.357,1.0980392156862746,0.35294117647058826,17.720639332870046,144.7686116700202,0.5553209459459459
2022-23,Hawks,Bogdan Bogdanovic,15.45,27.43,13.75,4.96,11.11,2.65,6.55,1.16,1.4,0.42,2.58,3.0,2.73,0.78,0.33,1.18,1.56,1.16,0.447,0.406,0.831,2.3076923076923075,0.6615384615384615,9.156477151067786,103.34847426042393,0.5861555638258281
2022-23,Hawks,Jalen Johnson,15.44,14.27,5.41,2.16,4.41,0.41,1.42,0.67,1.07,0.7,3.16,3.86,1.14,0.52,0.47,0.56,1.55,-0.14,0.491,0.288,0.628,2.024390243902439,0.926829268292683,10.319138226114971,114.72626472626474,0.5542770543331836
2022-23,Clippers,Robert Covington,15.43,10.24,3.79,1.34,3.01,0.71,1.79,0.39,0.53,0.41,1.78,2.18,0.75,0.5,0.43,0.42,1.13,-0.09,0.445,0.397,0.75,1.78125,1.1875,11.486001435750179,112.52019386106626,0.5839416058394161
2022-23,Kings,Harrison Barnes,15.39,32.46,15.0,4.56,9.65,1.61,4.3,4.27,5.04,1.06,3.4,4.46,1.56,0.7,0.12,1.05,1.26,3.11,0.473,0.374,0.847,1.4883720930232558,0.6627906976744186,8.123016472721776,108.95319639402295,0.6322477177399457
2022-23,Raptors,O.G. Anunoby,15.38,35.08,16.53,6.19,13.01,2.09,5.4,2.06,2.46,1.4,3.49,4.88,1.93,1.88,0.74,1.94,2.94,1.94,0.476,0.387,0.838,0.9924242424242424,0.9696969696969697,12.10476120607439,109.54313497006464,0.5863450463233453
2022-23,Grizzlies,Santi Aldama,15.37,21.84,9.04,3.21,6.82,1.22,3.45,1.4,1.87,1.1,3.71,4.82,1.26,0.58,0.62,0.78,1.86,1.18,0.47,0.353,0.75,1.6166666666666667,0.75,9.254118082546734,115.08804316955415,0.5914746073832348
2022-23,Nuggets,Bones Hyland,15.32,16.74,10.37,3.53,8.86,1.86,4.92,1.45,1.67,0.2,1.55,1.76,2.55,0.57,0.27,1.37,1.35,-2.94,0.399,0.378,0.866,1.8656716417910448,0.417910447761194,12.474864079839131,101.89724519996965,0.5403335602450647
2022-23,Pistons,Saddiq Bey,15.32,28.85,14.83,4.71,11.65,1.94,5.63,3.46,4.02,1.13,3.52,4.65,1.62,0.96,0.23,1.04,1.65,-4.75,0.404,0.345,0.861,1.5555555555555556,0.9259259259259259,7.181233044310868,108.5141999538213,0.5523239154106252
2022-23,Pacers,Goga Bitadze,15.29,3.61,1.23,0.48,0.93,0.07,0.25,0.2,0.43,0.45,0.43,0.88,0.32,0.16,0.18,0.21,0.61,0.27,0.519,0.286,0.458,1.5,0.75,16.094420600858367,150.4439063761098,0.551470588235294
2022-23,Jazz,Mike Conley,15.28,29.66,10.72,3.56,8.72,1.79,4.95,1.81,2.23,0.4,2.09,2.49,7.67,1.02,0.23,1.72,2.19,0.65,0.408,0.362,0.813,4.45945945945946,0.5945945945945946,15.063919876231576,103.58468286099868,0.5524398427763397
2022-23,Mavericks,Jaden Hardy,15.21,10.12,6.0,2.09,4.76,0.9,2.23,0.93,1.13,0.16,1.11,1.27,0.93,0.24,0.1,0.66,0.91,-0.46,0.438,0.404,0.823,1.4130434782608696,0.3695652173913043,11.117556071152359,102.731155030291,0.5710245812486404
2022-23,Wizards,Kyle Kuzma,15.15,34.98,21.2,8.0,17.84,2.5,7.52,2.7,3.7,0.86,6.38,7.23,3.73,0.56,0.45,2.97,2.27,0.16,0.448,0.333,0.73,1.2578947368421052,0.18947368421052632,13.228618375247166,103.9818139696513,0.5444201944988285
2022-23,Knicks,Isaiah Hartenstein,15.14,19.86,4.95,2.13,3.99,0.1,0.45,0.59,0.87,2.55,3.99,6.54,1.24,0.65,0.78,0.8,2.6,1.84,0.535,0.216,0.676,1.5454545454545454,0.803030303030303,15.557231755610031,197.1009106114106,0.5666592228673515
2022-23,Thunder,Mike Muscala,15.14,12.69,5.41,1.82,4.14,1.14,2.9,0.63,0.8,0.47,2.29,2.76,0.78,0.22,0.39,0.29,1.43,3.12,0.438,0.394,0.795,2.7142857142857144,0.7857142857142857,5.978817902289033,110.89221443455202,0.6018350290697675
2022-23,Timberwolves,Jaylen Nowell,15.13,18.41,10.35,4.12,9.19,0.99,3.41,1.13,1.46,0.53,1.97,2.5,1.94,0.62,0.07,0.96,1.49,-0.12,0.448,0.289,0.778,2.0307692307692307,0.6461538461538462,8.86089754076013,105.16084637880613,0.5265047265765227
2022-23,Spurs,Josh Richardson,15.11,23.18,11.19,4.12,9.44,1.72,4.81,1.23,1.4,0.7,2.07,2.77,3.19,0.93,0.26,1.47,1.63,-3.16,0.436,0.357,0.883,2.1746031746031744,0.6349206349206349,12.716996366572467,106.44606789858189,0.5561979648473636
2022-23,Bulls,Dalen Terry,15.1,2.71,1.08,0.41,0.91,0.09,0.34,0.18,0.27,0.15,0.32,0.47,0.28,0.14,0.06,0.1,0.3,0.15,0.444,0.259,0.667,2.75,1.375,8.964589870013448,115.53599171413777,0.5231413096996553
2022-23,Hornets,Gordon Hayward,15.07,31.54,14.66,5.52,11.62,1.04,3.2,2.58,3.18,0.66,3.64,4.3,4.12,0.84,0.24,1.98,1.4,-2.16,0.475,0.325,0.811,2.080808080808081,0.42424242424242425,13.200704037548668,104.60276723945545,0.5630146245545041
2022-23,Jazz,Talen Horton-Tucker,15.03,16.84,8.95,3.29,7.86,0.74,2.6,1.62,2.15,0.53,2.17,2.69,3.15,0.53,0.37,1.62,1.38,-0.1,0.419,0.286,0.75,1.9523809523809523,0.3253968253968254,15.499680165329922,105.31143123639755,0.5080649857334187
2022-23,Raptors,Thaddeus Young,14.89,9.7,2.93,1.32,2.41,0.07,0.41,0.22,0.32,0.87,1.16,2.02,0.91,0.66,0.06,0.51,1.07,-1.12,0.545,0.176,0.692,1.7857142857142858,1.2857142857142858,16.70378619153675,139.34825980935491,0.5729564553093965
2022-23,Hawks,John Collins,14.88,30.0,13.11,5.06,9.96,0.99,3.38,2.01,2.51,1.08,5.42,6.51,1.2,0.59,1.03,1.11,3.1,-0.3,0.508,0.292,0.803,1.0759493670886076,0.5316455696202531,9.1401332839689,109.78001320936848,0.5927519991850455
2022-23,Nets,Edmond Sumner,14.85,9.82,5.04,1.65,3.59,0.41,1.16,1.32,1.44,0.17,0.88,1.05,0.91,0.41,0.13,0.67,1.11,0.33,0.461,0.356,0.917,1.36,0.62,13.64182036450944,103.67730255713964,0.5971186654871731
2022-23,Celtics,Al Horford,14.79,29.11,9.33,3.45,7.26,2.2,4.92,0.23,0.32,1.11,4.8,5.91,2.86,0.45,0.92,0.56,1.83,4.68,0.476,0.446,0.714,5.108108108108108,0.8108108108108109,7.04439875104714,116.14187157261632,0.630837293134524
2022-23,Bulls,Derrick Jones Jr.,14.77,11.91,4.25,1.53,3.07,0.36,1.07,0.83,1.12,0.8,1.24,2.04,0.45,0.39,0.49,0.33,1.15,1.63,0.5,0.338,0.738,1.36,1.16,8.562816824222496,125.8665287118469,0.5974677854360204
2022-23,Pelicans,Jaxson Hayes,14.77,7.44,2.84,1.05,1.9,0.04,0.35,0.71,1.01,0.48,1.13,1.61,0.41,0.24,0.23,0.38,0.82,-0.85,0.551,0.103,0.699,1.096774193548387,0.6451612903225806,13.869005010737293,121.13592022544987,0.6051319343444836
2022-23,Clippers,Brandon Boston Jr.,14.68,5.78,3.33,1.19,2.84,0.28,0.67,0.67,0.88,0.16,0.53,0.7,0.47,0.21,0.0,0.28,0.49,-1.02,0.418,0.414,0.763,1.6666666666666667,0.75,7.961783439490446,104.87058168661287,0.5154267589388697
2022-23,Knicks,Jericho Sims,14.68,9.91,2.17,1.01,1.3,0.0,0.01,0.15,0.2,1.21,1.74,2.95,0.3,0.18,0.34,0.33,1.17,-1.38,0.776,0.0,0.75,0.9259259259259259,0.5555555555555556,19.143505388542255,335.4900095147479,0.7804279200280603
2022-23,Trail Blazers,Trendon Watford,14.68,15.97,6.2,2.45,4.36,0.34,0.86,0.97,1.35,0.57,2.65,3.22,1.76,0.43,0.16,0.96,1.59,-2.45,0.56,0.391,0.72,1.8309859154929577,0.4507042253521127,16.210045662100455,110.60606060606064,0.6253405994550408
2022-23,Clippers,Terance Mann,14.57,23.11,8.8,3.36,6.47,0.95,2.44,1.14,1.46,0.95,2.46,3.41,2.27,0.52,0.27,0.99,1.84,0.02,0.519,0.389,0.78,2.3,0.525,12.196609342602757,113.30062875699582,0.6190095846645368
2022-23,Warriors,Jonathan Kuminga,14.51,19.64,9.38,3.68,7.0,0.76,2.06,1.27,1.94,0.99,2.27,3.25,1.76,0.58,0.44,1.34,2.21,-0.75,0.525,0.37,0.652,1.3157894736842106,0.43157894736842106,14.554479715651427,112.01263042284462,0.5970738004733558
2022-23,Hornets,P.J. Washington,14.41,31.73,15.25,5.79,13.04,1.99,5.71,1.69,2.32,0.97,3.8,4.77,2.33,0.88,1.05,1.47,2.57,-5.0,0.444,0.348,0.73,1.5909090909090908,0.6,9.445627533145567,106.6876763531093,0.5424063116370809
2022-23,Knicks,Obi Toppin,14.41,15.23,7.2,2.71,6.07,1.23,3.58,0.55,0.68,0.42,2.29,2.71,0.96,0.33,0.17,0.55,0.99,0.83,0.446,0.344,0.809,1.736842105263158,0.6052631578947368,7.955116395913582,106.46340376214675,0.565183770014556
2022-23,Pacers,Bennedict Mathurin,14.36,28.49,16.69,5.29,12.19,1.28,3.97,4.82,5.82,1.12,2.96,4.08,1.49,0.62,0.17,1.95,2.08,-2.29,0.434,0.323,0.828,0.7631578947368421,0.3157894736842105,11.667536614572139,107.15601763505953,0.5657130939552991
2022-23,Nets,Ben Simmons,14.32,25.12,6.61,3.02,5.34,0.0,0.05,0.57,1.3,0.91,5.07,5.98,5.82,1.23,0.55,2.2,3.16,0.91,0.566,0.0,0.439,2.6391752577319587,0.5567010309278351,27.16478100145626,112.61511290526053,0.5594432482313135
2022-23,Jazz,Nickeil Alexander-Walker,14.29,9.6,4.15,1.51,3.09,0.64,1.58,0.49,0.71,0.15,0.93,1.07,1.38,0.44,0.25,0.82,1.05,-0.33,0.488,0.402,0.692,1.6888888888888889,0.5333333333333333,19.383184011026877,103.56887937187726,0.6091045095105792
2022-23,Thunder,Jeremiah Robinson-Earl,14.25,15.07,5.41,2.04,4.59,0.69,2.06,0.65,0.78,1.31,2.02,3.33,0.8,0.44,0.2,0.35,1.31,-0.19,0.444,0.333,0.833,2.263157894736842,1.263157894736842,6.655457475129606,133.1033196568445,0.547883518462924
2022-23,Suns,Josh Okogie,14.19,16.88,6.61,2.03,5.18,0.83,2.46,1.74,2.4,1.36,1.78,3.14,1.31,0.7,0.43,0.79,1.43,1.33,0.391,0.335,0.724,1.6666666666666667,0.8888888888888888,11.220346227826457,124.0894625176804,0.5306130637136895
2022-23,Cavaliers,Kevin Love,14.17,16.42,6.94,2.22,5.7,1.38,3.9,1.12,1.26,0.84,4.76,5.6,1.52,0.14,0.14,0.94,1.3,1.66,0.389,0.354,0.889,1.6170212765957446,0.14893617021276595,13.065717780495941,113.21918670527512,0.5548094141724226
2022-23,Kings,Richaun Holmes,14.16,4.51,1.69,0.71,1.16,0.06,0.1,0.19,0.25,0.38,0.66,1.04,0.12,0.04,0.14,0.18,0.65,-0.9,0.618,0.625,0.789,0.6428571428571429,0.21428571428571427,12.571839080459771,135.2112676056338,0.6676253081347576
2022-23,Nuggets,Bruce Brown,14.14,28.49,11.54,4.48,9.26,1.14,3.18,1.45,1.91,0.79,3.31,4.1,3.35,1.09,0.64,1.54,2.38,0.39,0.483,0.358,0.758,2.178861788617886,0.7073170731707317,13.207060945754412,107.25538971807627,0.5709372525732382
2022-23,Thunder,Darius Bazley,14.13,11.82,4.17,1.51,3.36,0.38,0.96,0.77,1.38,0.62,1.98,2.6,0.68,0.4,0.62,0.47,0.74,-0.7,0.449,0.4,0.554,1.4545454545454546,0.8636363636363636,10.546500479386387,116.14699331848553,0.5251875669882101
2022-23,Warriors,Donte DiVincenzo,14.09,26.31,9.42,3.26,7.5,2.08,5.25,0.81,0.99,1.11,3.4,4.51,3.5,1.35,0.14,1.56,1.85,1.72,0.435,0.397,0.817,2.25,0.8660714285714286,16.392482875709852,113.26172004508985,0.5934458371262517
2022-23,Pistons,Isaiah Stewart,14.05,26.19,10.5,3.61,8.17,1.24,3.8,2.04,2.76,2.13,5.33,7.46,1.3,0.37,0.63,1.26,2.46,-4.19,0.442,0.327,0.738,1.0294117647058822,0.29411764705882354,11.835143414090783,125.02393593872404,0.5596572962728995
2022-23,Suns,Cameron Payne,14.05,18.62,9.48,3.62,8.71,1.31,3.56,0.94,1.23,0.23,1.81,2.04,4.12,0.63,0.15,1.56,1.69,1.48,0.415,0.368,0.766,2.6419753086419755,0.4074074074074074,14.408709264266399,102.18118365566383,0.5123035996342172
2022-23,Celtics,Blake Griffin,14.01,7.02,2.1,0.78,1.6,0.28,0.81,0.26,0.4,0.58,1.33,1.91,0.75,0.17,0.11,0.27,0.93,1.3,0.485,0.348,0.656,2.772727272727273,0.6363636363636364,13.246628131021193,139.46926436009406,0.5899500277623542
2022-23,Kings,Terence Davis,14.0,10.51,5.39,1.93,4.55,1.11,3.04,0.43,0.54,0.25,1.49,1.74,0.84,0.54,0.15,0.66,1.3,0.59,0.423,0.366,0.791,1.2641509433962264,0.8113207547169812,12.158194164066801,104.80861704173881,0.5627807374908597
2022-23,Warriors,Ty Jerome,13.98,16.99,6.44,2.46,5.04,0.73,1.88,0.79,0.85,0.15,1.48,1.63,2.81,0.48,0.1,0.63,1.33,-1.92,0.488,0.389,0.927,4.5,0.7666666666666667,10.343400910219279,102.47314867156588,0.5941393631748961
2022-23,Rockets,Usman Garuba,13.98,11.83,2.74,1.05,2.16,0.29,0.72,0.35,0.57,1.46,2.28,3.74,0.78,0.54,0.35,0.57,1.65,-3.09,0.486,0.407,0.617,1.3617021276595744,0.9361702127659575,19.208762465260747,196.24639076034654,0.5691015783083772
2022-23,Trail Blazers,Josh Hart,13.76,32.16,9.19,3.45,6.85,0.64,2.11,1.64,2.25,1.79,6.08,7.87,3.77,1.02,0.17,1.49,2.51,2.34,0.504,0.304,0.731,2.5316455696202533,0.6835443037974683,15.980257302370742,123.78806089743597,0.5862384437596302
2022-23,Hawks,AJ Griffin,13.7,17.09,7.79,3.02,6.5,1.23,3.16,0.51,0.57,0.45,1.41,1.87,0.89,0.51,0.15,0.51,1.06,0.77,0.465,0.39,0.894,1.7380952380952381,1.0,7.050765511684126,106.62275363356483,0.5770481144343304
2022-23,Knicks,RJ Barrett,13.64,33.01,19.08,6.8,15.68,1.61,5.2,3.87,5.23,0.8,4.11,4.91,2.68,0.41,0.2,2.19,2.39,-0.83,0.434,0.31,0.74,1.225609756097561,0.18902439024390244,10.843118586692055,104.13086582947781,0.5305974133839583
2022-23,Celtics,Sam Hauser,13.53,15.73,6.24,2.2,4.83,1.71,4.09,0.15,0.21,0.43,2.06,2.49,0.87,0.35,0.26,0.37,1.21,2.67,0.455,0.418,0.706,2.3666666666666667,0.9666666666666667,6.920734520623789,108.78337683196146,0.6344800237930008
2022-23,Bucks,Grayson Allen,13.49,27.02,10.27,3.36,7.63,2.0,5.01,1.56,1.73,0.84,2.41,3.25,2.23,0.85,0.19,0.99,1.6,3.11,0.44,0.399,0.905,2.263888888888889,0.8611111111111112,10.519548828239143,109.7844219171051,0.6123048788452746
2022-23,Magic,Jalen Suggs,13.49,23.07,9.7,3.44,8.22,1.22,3.74,1.59,2.2,1.02,1.96,2.98,2.87,1.24,0.5,1.74,2.22,-0.74,0.419,0.327,0.723,1.648936170212766,0.7127659574468085,15.922487973439935,110.27346084877468,0.5278426948182771
2022-23,Kings,Keegan Murray,13.46,29.77,12.2,4.43,9.78,2.58,6.26,0.78,1.01,1.11,3.53,4.64,1.23,0.76,0.53,0.75,2.03,1.24,0.453,0.411,0.765,1.6333333333333333,1.0166666666666666,6.836516111389636,111.2852505579225,0.5968396849469204
2022-23,Magic,R.J. Hampton,13.44,8.2,3.39,1.14,2.59,0.41,1.2,0.7,0.84,0.2,0.68,0.89,0.77,0.36,0.09,0.48,0.5,-0.82,0.439,0.34,0.838,1.619047619047619,0.7619047619047619,13.881544156530936,106.32555524318248,0.5718452563708935
2022-23,Thunder,Aaron Wiggins,13.4,15.82,5.84,2.27,4.43,0.59,1.49,0.72,0.87,0.83,1.74,2.57,0.98,0.48,0.18,0.68,1.34,0.11,0.512,0.393,0.831,1.4285714285714286,0.6964285714285714,12.43781094527363,117.78987023859358,0.6074979707792207
2022-23,Warriors,Draymond Green,13.39,30.64,8.23,3.33,6.32,0.53,1.75,1.03,1.44,0.88,6.12,7.0,6.67,0.99,0.81,2.72,3.05,4.61,0.527,0.305,0.713,2.450980392156863,0.3627450980392157,28.11776381078399,110.00727802037846,0.5915401135143427
2022-23,76ers,De'Anthony Melton,13.39,27.21,9.87,3.51,8.24,1.99,5.1,0.87,1.1,0.87,3.08,3.95,2.49,1.59,0.52,1.29,2.42,1.29,0.425,0.39,0.793,1.9313725490196079,1.2352941176470589,12.89050652107977,109.55308190729357,0.5658077994428969
2022-23,Nuggets,Zeke Nnaji,13.38,11.74,4.47,1.77,3.16,0.27,1.05,0.65,1.0,1.05,1.18,2.23,0.29,0.27,0.37,0.5,1.69,-1.56,0.561,0.262,0.645,0.5806451612903226,0.5483870967741935,12.191285197420166,134.34065934065939,0.6202973844500179
2022-23,Bulls,Coby White,13.32,23.38,9.66,3.55,8.03,1.73,4.65,0.82,0.95,0.22,2.65,2.86,2.76,0.73,0.08,1.0,1.65,1.93,0.443,0.372,0.871,2.7567567567567566,0.7297297297297297,10.589582140812823,102.34329232571764,0.5721830985915494
2022-23,Timberwolves,Jaden McDaniels,13.31,30.21,11.91,4.63,8.95,1.34,3.36,1.33,1.8,1.15,2.69,3.84,1.85,0.93,0.95,1.4,3.4,0.88,0.517,0.398,0.736,1.3214285714285714,0.6607142857142857,12.565069107880094,111.50920736589269,0.6113990966947239
2022-23,76ers,Shake Milton,13.31,19.11,7.77,2.94,6.13,0.68,1.8,1.21,1.41,0.48,1.85,2.33,2.93,0.3,0.16,1.15,1.5,1.76,0.479,0.378,0.853,2.5531914893617023,0.26595744680851063,14.505277452009135,106.40352029423353,0.5748682405602484
2022-23,Lakers,Lonnie Walker IV,13.28,18.27,9.21,3.32,7.42,1.28,3.51,1.28,1.49,0.2,1.34,1.54,0.9,0.42,0.24,0.65,1.0,-2.92,0.448,0.365,0.858,1.391304347826087,0.6521739130434783,7.423665354076561,102.3116042533518,0.5700439299909351
2022-23,Cavaliers,Raul Neto,13.15,6.48,2.01,0.73,1.41,0.15,0.54,0.4,0.44,0.13,0.46,0.59,1.01,0.22,0.05,0.31,0.63,0.14,0.518,0.286,0.912,3.2916666666666665,0.7083333333333334,16.111707841031148,107.19631548647094,0.6282010243277848
2022-23,Heat,Kyle Lowry,13.12,30.14,10.79,3.44,8.51,1.88,5.44,2.04,2.37,0.75,3.19,3.95,4.93,1.0,0.37,1.81,2.51,0.96,0.404,0.345,0.859,2.7281553398058254,0.5533980582524272,15.909793018226754,107.11449371277298,0.5648420279206466
2022-23,Suns,Dario Saric,13.11,9.52,3.84,1.36,3.18,0.48,1.23,0.64,0.79,0.7,1.84,2.54,1.02,0.23,0.09,0.64,1.23,-0.5,0.427,0.391,0.818,1.5833333333333333,0.3611111111111111,15.426808364758312,120.0658571722577,0.5446899067693555
2022-23,Nets,Seth Curry,13.03,19.53,9.05,3.35,7.24,1.52,3.74,0.82,0.89,0.21,1.4,1.61,1.6,0.58,0.11,0.82,1.55,-1.11,0.463,0.405,0.927,1.9411764705882353,0.7058823529411765,9.729111026325828,102.54303599374026,0.5927726120033813
2022-23,Mavericks,McKinley Wright IV,13.03,7.61,2.59,1.05,2.23,0.2,0.64,0.3,0.43,0.2,0.86,1.07,1.32,0.18,0.11,0.43,0.55,-2.5,0.469,0.321,0.684,3.0526315789473686,0.42105263157894735,15.156349712827058,107.7346167067721,0.5359157578036856
2022-23,Cavaliers,Caris LeVert,13.01,29.44,11.8,4.21,9.76,1.67,4.26,1.71,2.37,0.7,3.01,3.71,3.78,0.95,0.32,1.53,2.24,2.55,0.431,0.392,0.722,2.4741379310344827,0.6206896551724138,12.377294067434912,105.99411897760687,0.5461519727228445
2022-23,Timberwolves,Jordan McLaughlin,12.98,15.08,3.58,1.36,3.22,0.53,1.73,0.33,0.4,0.33,1.04,1.38,3.29,0.71,0.09,0.73,0.62,1.87,0.421,0.308,0.833,4.484848484848484,0.9696969696969697,17.749569707401033,108.77603557219753,0.5264190426366728
2022-23,Pelicans,Herbert Jones,12.98,29.11,9.69,3.51,7.48,0.84,2.49,1.84,2.4,1.45,2.57,4.01,2.42,1.54,0.63,1.31,3.1,2.24,0.469,0.335,0.764,1.8409090909090908,1.1704545454545454,13.336566440349175,117.23402743230763,0.5674664241745943
2022-23,Thunder,Lindy Waters III,12.95,10.62,4.28,1.4,3.56,1.16,3.24,0.32,0.4,0.32,1.18,1.5,0.56,0.28,0.22,0.2,0.84,2.72,0.393,0.358,0.8,2.8,1.4,5.08130081300813,108.84955752212389,0.5728051391862955
2022-23,Hornets,Jalen McDaniels,12.94,26.67,10.63,3.95,8.82,1.16,3.61,1.57,1.86,0.79,4.04,4.82,1.98,1.18,0.52,1.43,2.82,-3.02,0.447,0.322,0.846,1.3875,0.825,12.90822253775655,107.64207308600808,0.5511708907662665
2022-23,Hornets,Dennis Smith Jr.,12.92,23.56,8.03,3.15,7.66,0.41,1.88,1.32,1.8,0.46,2.37,2.83,4.42,1.27,0.42,1.39,2.07,-1.19,0.412,0.216,0.736,3.182926829268293,0.9146341463414634,14.12234775420226,104.8768152590131,0.47529279640622496
2022-23,Nets,Yuta Watanabe,12.9,13.64,4.74,1.68,3.41,0.88,1.99,0.5,0.69,0.44,1.63,2.07,0.71,0.37,0.25,0.32,1.18,-0.1,0.491,0.444,0.723,2.1818181818181817,1.1363636363636365,8.00931993592544,112.26091221186859,0.6371695425043533
2022-23,Hornets,Theo Maledon,12.89,18.56,6.41,2.22,5.52,0.61,2.07,1.37,1.61,0.3,2.37,2.67,3.3,0.8,0.26,1.28,1.33,-3.2,0.402,0.295,0.851,2.5762711864406778,0.6271186440677966,17.073735386040052,104.22246350585117,0.5147264098269123
2022-23,Pistons,Cory Joseph,12.89,16.81,5.85,2.05,4.81,0.96,2.47,0.78,0.99,0.29,1.16,1.45,2.97,0.47,0.12,0.77,1.21,-1.51,0.427,0.389,0.792,3.875,0.6071428571428571,12.765569435579465,105.02777245738368,0.5579073899864117
2022-23,Celtics,Marcus Smart,12.88,32.08,11.52,4.1,9.87,1.89,5.61,1.44,1.93,0.75,2.38,3.13,6.26,1.52,0.38,2.34,2.82,3.93,0.415,0.336,0.746,2.6713286713286712,0.6503496503496503,17.944084726195854,106.12581899536565,0.5375275263029117
